image_name,pid,building_id
940367443328563_bdid_330326580.png,940367443328563,330326580
108378005092872_bdid_319044974.png,108378005092872,319044974
1158190441595436_bdid_430638406.png,1158190441595436,430638406
708801083495448_bdid_1090884847.png,708801083495448,1090884847
3321515698156788_bdid_310603752.png,3321515698156788,310603752
843551973921099_bdid_684911654.png,843551973921099,684911654
2711451555684506_bdid_711817056.png,2711451555684506,711817056
7962512720467966_bdid_437283192.png,7962512720467966,437283192
774981557727806_bdid_308689772.png,774981557727806,308689772
1167054634742355_bdid_309598662.png,1167054634742355,309598662
1177750476384861_bdid_677372045.png,1177750476384861,677372045
150635474090624_bdid_289145638.png,150635474090624,289145638
1519865915598890_bdid_409948881.png,1519865915598890,409948881
482270397823590_bdid_312352697.png,482270397823590,312352697
527685499068597_bdid_312210625.png,527685499068597,312210625
1287228608498731_bdid_677296679.png,1287228608498731,677296679
2765820216906457_bdid_844685831.png,2765820216906457,844685831
245296417516321_bdid_989706334.png,245296417516321,989706334
904522347136652_bdid_601176193.png,904522347136652,601176193
774228743556209_bdid_308532263.png,774228743556209,308532263
963920368525819_bdid_314501393.png,963920368525819,314501393
26467080579549582_bdid_330855720.png,26467080579549582,330855720
1380468412397467_bdid_318908910.png,1380468412397467,318908910
864575835509347_bdid_313464898.png,864575835509347,313464898
362830906833558_bdid_313656047.png,362830906833558,313656047
521774202775261_bdid_301882740.png,521774202775261,301882740
3581962991928059_bdid_308705540.png,3581962991928059,308705540
2802158883281081_bdid_308596431.png,2802158883281081,308596431
435978254952455_bdid_303267333.png,435978254952455,303267333
1356875885714530_bdid_318908914.png,1356875885714530,318908914
767629438803982_bdid_332233932.png,767629438803982,332233932
1686758391723792_bdid_309607549.png,1686758391723792,309607549
705900317431187_bdid_390001977.png,705900317431187,390001977
1880463142455576_bdid_409645265.png,1880463142455576,409645265
155563886883068_bdid_310912721.png,155563886883068,310912721
7616096488503627_bdid_690933818.png,7616096488503627,690933818
1139361377190757_bdid_291359814.png,1139361377190757,291359814
1671770943168112_bdid_313657724.png,1671770943168112,313657724
463584289501605_bdid_409649546.png,463584289501605,409649546
429186513180823_bdid_437198262.png,429186513180823,437198262
1940221526412181_bdid_330789906.png,1940221526412181,330789906
501680121454634_bdid_363709907.png,501680121454634,363709907
686525149206172_bdid_36926190.png,686525149206172,36926190
1494391781447301_bdid_684911642.png,1494391781447301,684911642
1038724174636734_bdid_288197707.png,1038724174636734,288197707
512558516918413_bdid_309623937.png,512558516918413,309623937
1909139172933456_bdid_310604795.png,1909139172933456,310604795
838454240170100_bdid_409310591.png,838454240170100,409310591
716007933040714_bdid_990659269.png,716007933040714,990659269
757067849922826_bdid_362554127.png,757067849922826,362554127
759352581694615_bdid_390376090.png,759352581694615,390376090
428808126442476_bdid_309049121.png,428808126442476,309049121
933163614040988_bdid_309597489.png,933163614040988,309597489
566487428689021_bdid_685062441.png,566487428689021,685062441
456129690151843_bdid_309599737.png,456129690151843,309599737
5185282021531377_bdid_332240476.png,5185282021531377,332240476
914178372612441_bdid_290095312.png,914178372612441,290095312
507978810902495_bdid_677295585.png,507978810902495,677295585
3862497487316219_bdid_409649553.png,3862497487316219,409649553
435749199093972_bdid_332233971.png,435749199093972,332233971
3662756370637980_bdid_309660220.png,3662756370637980,309660220
382570031422952_bdid_437198215.png,382570031422952,437198215
151599910659458_bdid_27650454.png,151599910659458,27650454
151114440717423_bdid_685069177.png,151114440717423,685069177
2622494644587087_bdid_389998462.png,2622494644587087,389998462
463232563050659_bdid_309598695.png,463232563050659,309598695
3022843221283760_bdid_1068880551.png,3022843221283760,1068880551
1663253941167260_bdid_685065715.png,1663253941167260,685065715
2379172792212855_bdid_404366643.png,2379172792212855,404366643
859679099400167_bdid_409637395.png,859679099400167,409637395
7300248726742072_bdid_312352666.png,7300248726742072,312352666
2569312453257145_bdid_437110080.png,2569312453257145,437110080
1068338274025420_bdid_291399467.png,1068338274025420,291399467
430412606373670_bdid_267170840.png,430412606373670,267170840
1832183477251346_bdid_309183814.png,1832183477251346,309183814
1157493462180372_bdid_312219718.png,1157493462180372,312219718
978021876168318_bdid_289147644.png,978021876168318,289147644
130276232909027_bdid_318931434.png,130276232909027,318931434
516084780026545_bdid_684940467.png,516084780026545,684940467
376862690568853_bdid_332083683.png,376862690568853,332083683
409736001876883_bdid_309189663.png,409736001876883,309189663
463654409516438_bdid_308676772.png,463654409516438,308676772
963489558581934_bdid_308682366.png,963489558581934,308682366
834950048056446_bdid_289145634.png,834950048056446,289145634
224714006342040_bdid_409865523.png,224714006342040,409865523
1171377214040880_bdid_309185675.png,1171377214040880,309185675
424107780377675_bdid_308681531.png,424107780377675,308681531
262099490258649_bdid_262834202.png,262099490258649,262834202
445839661360670_bdid_390001975.png,445839661360670,390001975
961032442148645_bdid_303266963.png,961032442148645,303266963
393781645612474_bdid_312212798.png,393781645612474,312212798
955374012998462_bdid_303021627.png,955374012998462,303021627
837466470302432_bdid_601176193.png,837466470302432,601176193
1577307952812403_bdid_290089882.png,1577307952812403,290089882
744755404221124_bdid_390271984.png,744755404221124,390271984
716143239749459_bdid_318899495.png,716143239749459,318899495
1106946383482522_bdid_314501716.png,1106946383482522,314501716
388922812779085_bdid_409951468.png,388922812779085,409951468
502812724796492_bdid_330471566.png,502812724796492,330471566
1033016487312352_bdid_362553634.png,1033016487312352,362553634
1769285373556219_bdid_309581846.png,1769285373556219,309581846
449475424435894_bdid_319040003.png,449475424435894,319040003
998643805106153_bdid_290089882.png,998643805106153,290089882
296414365957062_bdid_330855723.png,296414365957062,330855723
947673387086414_bdid_310604971.png,947673387086414,310604971
428601853131266_bdid_291360316.png,428601853131266,291360316
461502759727474_bdid_310641505.png,461502759727474,310641505
957486575830877_bdid_255987895.png,957486575830877,255987895
1160746138387276_bdid_1008024209.png,1160746138387276,1008024209
1234146217563940_bdid_267188378.png,1234146217563940,267188378
1195906618507162_bdid_690931993.png,1195906618507162,690931993
358594710602775_bdid_330471571.png,358594710602775,330471571
1135182507296128_bdid_313795223.png,1135182507296128,313795223
1406363040015723_bdid_362541115.png,1406363040015723,362541115
212749513755811_bdid_332083850.png,212749513755811,332083850
424696013782591_bdid_355653228.png,424696013782591,355653228
521163396256217_bdid_437082793.png,521163396256217,437082793
975548193082342_bdid_409612315.png,975548193082342,409612315
468128339353465_bdid_685057477.png,468128339353465,685057477
170464591990140_bdid_301880105.png,170464591990140,301880105
1173864443733689_bdid_684982440.png,1173864443733689,684982440
1679205628934572_bdid_711800492.png,1679205628934572,711800492
1341498086334897_bdid_268207654.png,1341498086334897,268207654
459911816504681_bdid_375344758.png,459911816504681,375344758
740184431361677_bdid_390271139.png,740184431361677,390271139
1170168230393768_bdid_303267775.png,1170168230393768,303267775
1002164901177558_bdid_684993707.png,1002164901177558,684993707
473667451861651_bdid_390271961.png,473667451861651,390271961
1588521661938827_bdid_313462716.png,1588521661938827,313462716
1474445323488397_bdid_310898564.png,1474445323488397,310898564
424116817070260_bdid_310898540.png,424116817070260,310898540
1123945705579513_bdid_437200002.png,1123945705579513,437200002
1010272417335283_bdid_390271966.png,1010272417335283,390271966
357112617016899_bdid_312234343.png,357112617016899,312234343
1453312032057623_bdid_1008891948.png,1453312032057623,1008891948
117106314025958_bdid_313462759.png,117106314025958,313462759
1610736706387444_bdid_303018839.png,1610736706387444,303018839
992403475571341_bdid_309598690.png,992403475571341,309598690
313665085141281_bdid_312351923.png,313665085141281,312351923
1027212355778434_bdid_355903305.png,1027212355778434,355903305
518798222939006_bdid_301957767.png,518798222939006,301957767
1170628784110141_bdid_163674443.png,1170628784110141,163674443
441703748633751_bdid_154422867.png,441703748633751,154422867
370918374941753_bdid_794252352.png,370918374941753,794252352
737894661589883_bdid_291399411.png,737894661589883,291399411
2235148930161014_bdid_294443116.png,2235148930161014,294443116
1079237149810061_bdid_309190447.png,1079237149810061,309190447
290613049900761_bdid_313438705.png,290613049900761,313438705
1086305501933955_bdid_389980395.png,1086305501933955,389980395
372248919304069_bdid_323364834.png,372248919304069,323364834
769608781641472_bdid_319040249.png,769608781641472,319040249
987026935806066_bdid_681047181.png,987026935806066,681047181
1135874387744936_bdid_437888048.png,1135874387744936,437888048
3006476932827218_bdid_291360842.png,3006476932827218,291360842
361173363615546_bdid_309609328.png,361173363615546,309609328
2413365718855829_bdid_690931976.png,2413365718855829,690931976
895993502278152_bdid_267610981.png,895993502278152,267610981
803064740654724_bdid_437273550.png,803064740654724,437273550
1487751025485878_bdid_301890346.png,1487751025485878,301890346
491771055994919_bdid_330789927.png,491771055994919,330789927
550924786232895_bdid_289142569.png,550924786232895,289142569
1843163902728325_bdid_313439743.png,1843163902728325,313439743
1163840688257034_bdid_355646818.png,1163840688257034,355646818
1508346006251931_bdid_288194667.png,1508346006251931,288194667
2153026978411009_bdid_685254345.png,2153026978411009,685254345
2633820506780036_bdid_690933330.png,2633820506780036,690933330
358097402721680_bdid_331330362.png,358097402721680,331330362
