image_name,pid,building_id
825990178880397_bdid_437268681.png,825990178880397,437268681
457697490085671_bdid_288133537.png,457697490085671,288133537
1024575231790478_bdid_183100465.png,1024575231790478,183100465
1005205113666456_bdid_189163016.png,1005205113666456,189163016
977078413869750_bdid_288175797.png,977078413869750,288175797
3358175681079423_bdid_182992377.png,3358175681079423,182992377
1271826156560406_bdid_223373143.png,1271826156560406,223373143
238919421423897_bdid_351874019.png,238919421423897,351874019
1734426627365844_bdid_685683527.png,1734426627365844,685683527
2191047984592148_bdid_375344968.png,2191047984592148,375344968
3100136760246376_bdid_409114856.png,3100136760246376,409114856
445315804060517_bdid_351690826.png,445315804060517,351690826
2529095627225754_bdid_409015260.png,2529095627225754,409015260
808855433426622_bdid_188303634.png,808855433426622,188303634
1234607294195620_bdid_351311288.png,1234607294195620,351311288
2065159100317932_bdid_310946077.png,2065159100317932,310946077
800521465369967_bdid_288012582.png,800521465369967,288012582
852819510199694_bdid_302432283.png,852819510199694,302432283
3705315749784894_bdid_264853688.png,3705315749784894,264853688
7617555238340421_bdid_288169423.png,7617555238340421,288169423
974084587843236_bdid_353326923.png,974084587843236,353326923
2654351951415923_bdid_288176125.png,2654351951415923,288176125
3655899154636575_bdid_353779027.png,3655899154636575,353779027
1107752413102051_bdid_437514480.png,1107752413102051,437514480
992741739159836_bdid_711526057.png,992741739159836,711526057
799401068820708_bdid_647525713.png,799401068820708,647525713
452222821030357_bdid_353196847.png,452222821030357,353196847
2261150317358966_bdid_287976525.png,2261150317358966,287976525
717982786239167_bdid_332785265.png,717982786239167,332785265
5306527126033490_bdid_182967961.png,5306527126033490,182967961
4082811038431702_bdid_409100318.png,4082811038431702,409100318
649669562758395_bdid_711694842.png,649669562758395,711694842
3586310618348548_bdid_711526059.png,3586310618348548,711526059
532808924856412_bdid_332834576.png,532808924856412,332834576
786286156944392_bdid_995001072.png,786286156944392,995001072
412663864929456_bdid_310640216.png,412663864929456,310640216
1402198090457911_bdid_352195507.png,1402198090457911,352195507
1362322934451792_bdid_288169395.png,1362322934451792,288169395
3872969006249607_bdid_352195501.png,3872969006249607,352195501
1096165914804041_bdid_291642935.png,1096165914804041,291642935
4923420257746141_bdid_288142314.png,4923420257746141,288142314
3704782753169005_bdid_288178367.png,3704782753169005,288178367
1086455795234273_bdid_408796405.png,1086455795234273,408796405
1449535802433574_bdid_179238389.png,1449535802433574,179238389
766639835303305_bdid_330472443.png,766639835303305,330472443
780198550881008_bdid_288133542.png,780198550881008,288133542
527460888827678_bdid_330481645.png,527460888827678,330481645
796012442656563_bdid_677208959.png,796012442656563,677208959
1097154488057354_bdid_309183877.png,1097154488057354,309183877
684614692986568_bdid_408723761.png,684614692986568,408723761
1003873023552291_bdid_809041985.png,1003873023552291,809041985
496016302794208_bdid_677276135.png,496016302794208,677276135
378222311945765_bdid_181382600.png,378222311945765,181382600
1022967049172603_bdid_182918583.png,1022967049172603,182918583
925922584741513_bdid_506548337.png,925922584741513,506548337
3162654514012439_bdid_179239573.png,3162654514012439,179239573
1033698047598525_bdid_353326926.png,1033698047598525,353326926
7680294425379706_bdid_506525583.png,7680294425379706,506525583
478152341336558_bdid_302430841.png,478152341336558,302430841
1112676716188061_bdid_408794796.png,1112676716188061,408794796
1241711010026808_bdid_309073806.png,1241711010026808,309073806
852276369578695_bdid_314027312.png,852276369578695,314027312
1360838157926968_bdid_277981559.png,1360838157926968,277981559
481260847757982_bdid_353644196.png,481260847757982,353644196
316886686717335_bdid_601203229.png,316886686717335,601203229
2732181623741646_bdid_310910382.png,2732181623741646,310910382
1061617587783095_bdid_235287635.png,1061617587783095,235287635
2259055267771690_bdid_182973535.png,2259055267771690,182973535
962388491881880_bdid_117714923.png,962388491881880,117714923
133770702536217_bdid_310910337.png,133770702536217,310910337
3597367137144381_bdid_183729634.png,3597367137144381,183729634
1010082463244407_bdid_353643505.png,1010082463244407,353643505
7956004164465989_bdid_289192454.png,7956004164465989,289192454
1136370070934075_bdid_409058149.png,1136370070934075,409058149
496175582813075_bdid_506543785.png,496175582813075,506543785
155490433549862_bdid_330468050.png,155490433549862,330468050
748070680529306_bdid_506535920.png,748070680529306,506535920
446968881414891_bdid_677378718.png,446968881414891,677378718
777023147879026_bdid_353635205.png,777023147879026,353635205
1598663817176128_bdid_287968388.png,1598663817176128,287968388
724816226284648_bdid_437145287.png,724816226284648,437145287
980883143573276_bdid_183781122.png,980883143573276,183781122
1615198595994774_bdid_408797952.png,1615198595994774,408797952
1031963354971025_bdid_288068787.png,1031963354971025,288068787
3072807722985157_bdid_288133540.png,3072807722985157,288133540
446126657268922_bdid_161414152.png,446126657268922,161414152
329372010253834_bdid_390270646.png,329372010253834,390270646
780861169543325_bdid_186378454.png,780861169543325,186378454
425051606825239_bdid_267610565.png,425051606825239,267610565
392989585672897_bdid_309063579.png,392989585672897,309063579
478275437959774_bdid_375360370.png,478275437959774,375360370
674020433921180_bdid_187394729.png,674020433921180,187394729
494751443084976_bdid_991039629.png,494751443084976,991039629
3958452824382347_bdid_762799660.png,3958452824382347,762799660
691997971999035_bdid_711526994.png,691997971999035,711526994
453810069832273_bdid_183757649.png,453810069832273,183757649
1544468522846158_bdid_360693886.png,1544468522846158,360693886
982720120011577_bdid_308702697.png,982720120011577,308702697
1142318833483270_bdid_375358353.png,1142318833483270,375358353
685516936989608_bdid_288039853.png,685516936989608,288039853
386580136616549_bdid_409090480.png,386580136616549,409090480
